ACX,ACY,ACZ,SumaCuadratica,FiltroGauss
8.69941,-1.92124,4.33535,9.90789,14.8484
8.53433,-2.36626,4.40474,9.89119,14.8523
8.4147,-2.78496,4.40952,9.89985,14.8614
8.26636,-3.20366,4.34014,9.87081,14.8761
8.14673,-3.55059,4.22769,9.8412,14.896
8.02949,-3.78745,4.08892,9.77429,14.9211
7.98164,-3.94536,3.93101,9.73269,14.9509
7.98403,-4.05781,3.74917,9.70911,14.9851
8.00317,-4.45498,3.22519,9.71079,15.0231
8.02949,-4.56025,2.97637,9.70193,15.0644
8.03428,-4.69185,2.69644,9.68678,15.1081
8.11802,-4.80669,2.47632,9.7539,15.1533
8.18023,-4.91196,2.28013,9.81032,15.1986
8.23047,-5.01484,2.07197,9.85811,15.2424
8.36445,-5.07227,1.85664,9.95686,15.283
8.52236,-5.03398,1.64131,10.0332,15.3189
8.66352,-4.94785,1.46186,10.0834,15.3485
8.82622,-4.87129,1.2896,10.1634,15.3706
8.97695,-4.8354,1.10298,10.2559,15.3843
9.08701,-4.85215,0.968994,10.3468,15.3893
9.19946,-4.89761,0.84458,10.4561,15.3855
9.31909,-4.93828,0.722559,10.5714,15.3733
9.44111,-4.97417,0.610107,10.6887,15.3536
9.57031,-4.9646,0.480908,10.7921,15.3272
9.68516,-4.94307,0.368457,10.8799,15.2955
9.82153,-4.87129,0.227295,10.9656,15.2597
9.97227,-4.82822,0.086133,11.0799,15.2211
10.0799,-4.82822,-0.050244,11.1767,15.181
10.1493,-4.8665,-0.196191,11.2574,15.1402
10.2139,-4.95264,-0.361279,11.3571,15.0994
10.2426,-5.06509,-0.502441,11.4376,15.0589
10.257,-5.18232,-0.679492,11.5119,15.019
10.2522,-5.27564,-0.818262,11.559,14.9802
10.245,-5.35459,-0.952246,11.5991,14.9435
10.2211,-5.40723,-1.07666,11.6133,14.91
10.1685,-5.44072,-1.20347,11.5951,14.8813
10.1062,-5.47661,-1.3231,11.5707,14.8585
10.0177,-5.48379,-1.4188,11.5082,14.8426
9.91724,-5.49815,-1.5145,11.4401,14.8348
9.82393,-5.51729,-1.62217,11.3834,14.8358
9.64687,-5.48379,-1.71069,11.2277,14.8464
9.51768,-5.35938,-1.77769,11.0666,14.867
9.45786,-5.13687,-1.83032,10.9174,14.897
9.39326,-4.79951,-1.8686,10.7126,14.9347
9.32627,-4.38081,-1.92842,10.4828,14.9771
9.2832,-3.91665,-2.02412,10.2769,15.0206
9.29995,-3.47163,-2.11743,10.1501,15.0623
9.32148,-3.10796,-2.17485,10.0638,15.1004
9.33823,-2.73232,-2.2227,9.98041,15.135
9.37651,-2.40693,-2.23228,9.93455,15.1673
9.44829,-2.14614,-2.23706,9.94387,15.1991
9.40283,-1.92363,-2.40454,9.89421,15.232
9.54878,-1.58389,-2.65576,10.037,15.267
9.6373,-1.38052,-2.84956,10.1441,15.3047
9.48657,-1.40444,-2.9668,10.0384,15.3457
